#1
double data_bm04(95,2)
0.0045	5.5694313
0.2677	5.4854577
0.3296	4.3854624
0.376	0.5559327
0.4147	0
0.6237	0
1.6842	0
2.528	0
3.3872	0
3.573	0.0249174
3.6814	0.1733427
3.7201	0.459108
3.7588	4.6061874
3.7665	0.7554681
3.7793	5.4949734
3.7988	5.4016803
3.8524	5.0486184
3.9207	5.7018663
3.9938	6.0019542
4.1645	6.2423973
4.2181	6.1758855
4.2474	5.8560795
4.2774	1.708902
4.301	0.97119
4.34	0.3648339
4.3986	0.1050651
4.5302	0.0387495
4.9848	0.0112815
5.6238	0.0298224
5.8388	0.0387495
5.9125	0.2656548
5.931	0.777933
6.0047	3.2215059
6.0784	3.1209534
6.1644	3.4402689
6.2812	3.8100078
6.4102	4.1210829
6.4593	3.5166888
6.4655	2.6181909
6.4901	1.5687171
6.5761	0.6453018
6.6744	0.3349134
6.8526	0.2094435
7.043	0.0504234
7.3809	0.0597429
7.4792	0.6560928
7.51	1.6805511
7.5468	1.151694
7.6206	1.6305201
7.6758	1.9245258
7.7219	2.3025051
7.7864	2.5041987
7.9462	2.5634511
7.9953	2.8405836
8.0383	2.2236327
8.0705	1.3611375
8.1242	0.994734
8.1876	0.6883677
8.3095	0.3954411
8.5143	0.2693826
8.6898	0.2032632
8.763	0.3633624
8.802	0.670023
8.8703	1.1034288
9.0019	1.4369688
9.1385	1.9171683
9.2945	2.0975742
9.3921	1.6179633
9.4798	1.151694
9.5822	0.8320842
9.6212	0.5989005
9.7724	0.4060359
9.948	0.3931848
10.0894	0.9200799
10.2503	1.2470472
10.343	1.487196
10.5088	1.6876143
10.6941	1.3082616
10.8111	0.9953226
10.9476	0.7224084
11.0793	0.6161661
11.2841	0.703377
11.4304	0.9969903
11.5865	1.3372992
11.7766	1.424412
11.9181	1.2714741
12.0595	0.9853164
12.3131	0.7393797
12.5081	0.9198837
12.6934	1.086948
12.8153	1.3006098
13.0299	1.1812221
13.2445	1.0351512
13.537	0.9293013
13.8101	1.0232811
